WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,0,0,180,0,0,0,0,0,0
0,120,0,180,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
