WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,276,0,0,0,0,0,4000,0
1,252,303,0,0,0,0,0,0,0
0,324,258,270,0,3,0,0,0,0
3,0,0,0,400,3,0,1,0,0
0,324,258,270,0,3,0,0,0,0
0,324,294,270,0,3,0,0,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
