WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,48,180,0,0,0,0,0,0
1,146,24,180,0,0,0,0,0,0
1,226,160,270,0,0,0,0,0,0
1,226,220,270,0,0,0,0,0,0
0,316,320,270,0,3,0,0,0,0
0,316,320,270,0,3,0,1,0,100
0,316,280,270,0,3,0,1,0,0
0,316,280,270,0,3,0,1,0,0
0,316,320,270,0,3,0,1,0,0
0,316,320,270,0,3,0,0,0,0
0,286,290,225,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
