WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,160,0,0,0,0,0,1500,0
0,127,215,0,0,1,0,0,0,0
0,127,215,0,0,1,0,1,500,0
0,60,164,0,0,0,0,1,0,0
0,60,164,0,0,0,3,0,0,0
0,90,164,0,0,0,3,0,0,0
0,90,164,0,0,0,1,0,0,0
0,67,164,0,0,0,1,0,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
