WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,160,0,0,0,0,0,1500,0
0,130,110,0,0,1,0,0,0,0
0,130,110,0,0,1,0,1,500,0
0,60,164,0,0,0,0,1,0,0
0,60,164,0,0,0,3,0,0,0
0,90,164,0,0,0,3,0,0,0
0,90,164,0,0,0,1,0,0,0
0,30,164,0,0,0,1,0,0,0
0,30,164,0,0,0,0,0,0,0
1,130,276,0,0,0,0,0,0,0
0,240,276,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
