WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,276,0,0,0,0,0,4000,0
1,258,174,270,0,0,0,0,0,0
1,270,86,300,0,0,0,0,0,0
0,350,70,50,0,3,0,0,0,0
3,0,0,0,400,3,0,1,0,0
5,0,0,0,0,0,0,0,0,0
