WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,48,0,0,0,0,0,4000,0
1,252,21,0,0,0,0,0,0,0
0,324,66,90,0,3,0,0,0,0
3,0,0,0,400,3,0,1,0,0
0,324,66,90,0,3,0,0,0,0
0,324,30,90,0,3,0,0,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
