WaypointType,Waypoint.x,Waypoint.y,Waypoint.angle,WaitTime,ArmPosition,IntakeState,ClawOpen,ArmOffsetTime,TimedClawRelease
0,19.5,160,180,0,0,0,1,500,400
0,130,110,180,0,5,0,1,0,0
0,130,110,180,0,5,3,1,2000,0
1,100,100,180,0,0,3,1,0,0
1,60,145,270,0,0,3,1,0,0
0,90,185,0,0,0,3,1,0,0
0,90,185,0,0,0,1,0,0,1500
1,60,150,270,0,5,1,0,0,0
1,100,120,180,0,5,1,0,0,0
0,140,130,180,0,5,1,0,0,0
3,0,0,0,500,5,0,1,0,0
3,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
